labels,justification,text
"Apelo_à_Popularidade,Simplificação_Causal,Repetição","O texto menciona uma mulher que busca doações para remover uma tatuagem de Dilma Rousseff, apresentando seu caso como uma forma de apelo que pode ser visto como uma tentativa de atrair empatia e apoio popular por meio da identificação com a insatisfação com a figura política. A situação é apresentada de forma simplificada, como se o ato de remover a tatuagem pudesse resolver um arrependimento sem abordar as complexidades do apoio político ou questões pessoais. Além disso, a repetição da menção a doações e a luta da protagonista para arrecadar fundos reafirma a urgência de sua situação.","mulher que tatuou dilma rousseff no braco busca doacoes para remover tatuagem. estudante d qurt periodo d rntlnlgtt, patricia pr, 27 anos, atualmente o vt camisa de mng lng, apropriada r o fr, na r u d lm, m para ultr um ttugm que fez n braco, n n passado, com o nome de dlm ruff. el se arrependeu d tr ft a ttugm e nu um campanha, n intrnt, para dr dco, arrecadar dnhr e fzr um cirurgia r gr a ttugm. ate o fechamento desta reportagem ptri na rbu um dca sequer, m tm rnc que  pessoas vao contribuir.ps: este artigo foi uma sugestao de livia batista e de diversos leitores via whatsapp. se voce quiser sugerir um tema para o boatos.org, entre em contato com a gente pelo site, facebook ou whatsapp, no numero (61) 9331 6821."
"Apelo_ao_Medo-Preconceito,Xingamento-Rotulação,Apelo_à_Popularidade,Repetição,Linguagem_Carregada,Encerrador_de_Debate,Slogans","O texto utiliza a técnica do Apelo ao Medo ao sugerir que a reforma da previdência ameaça as aposentadorias de milhões de brasileiros, instigando ansiedade sobre isso. A rotulação de 'acordão de máfia' e 'trapaca própria de mafiosos' são exemplos de Xingamento-Rotulação, que busca desacreditar o governo e seus apoiadores. O Apelo à Popularidade se dá através da sugestão de que a mensagem deve ser espalhada para alcançar o máximo de pessoas, sugerindo que a maioria concorda ou deve concordar com essa visão. A Repetição é observada com a menção do valor de R$ 6 milhões diversas vezes, reforçando a ideia central. A Linguagem Carregada é utilizada com palavras de forte conotação negativa, como 'desgoverno' e 'escândalos'. O uso de 'isto tem que alcançar o máximo possível de pessoas' serve como um Encerrador de Debate, sugerindo que a urgência do assunto é indiscutível. Slogans aparecem no sentido de criar frases de impacto como 'vamos viralizar!' que funcionam como apelos emocionais.","r$6 milhoes, e o valor que vai receber cada deputado que votar pela reforma da previdencia que corta sua aposentadoria segundo materia de hoje (9) da folha de s.paulo, o presidente michel temer (pmdb) planeja acelerar a liberacao de verbas para pagar emendas de deputados que se comprometerem a votar a favor da reforma da previdencia. ou seja, em portugues mais claro, o governo quer comprar deputados para acabar com a aposentadoria de milhoes de brasileiros.acordao de mafia! segundo ainda a folha: o governo estima que os projetos indicados por esses parlamentares ainda tem r$ 1,9 bilhao a receber ate o fim do ano  media de quase r$ 6 milhoes para cada um. (grifo nosso). a ideia e pagar parte agora para reduzir a resistencia dos deputados na votacao. as liberacoes devem ser feitas nas proximas tres semanas.como se ve, e uma trapaca propria de mafiosos, onde primeiro se paga uma parte e, depois do crime realizado, paga-se a seguinte. ate quando o povo vai suportar esse desgoverno e seus escandalos? r$6 milhoes, e o valor que vai receber cada deputado que votar pela reforma da previdencia que corta sua aposentadoria. estao querendo tirar o zap do ar pra que essa mensagem nao viralize ate eles tomarem uma providencia! vamos viralizar! mande pra todos seus contatos! a globo esta tentando esconder a todo custo, mas o zap vai divulgando repassem sem sem do! isto tem que alcancar o maximo possivel de pessoas.ps: este artigo foi uma sugestao de jose luiz menezes, afoncardjf, luiz felipe pereira, marisgdo e de diversos leitores via whatsapp. se voce quiser sugerir um tema para o boatos.org, entre em contato com a gente pelo site, facebook ou whatsapp, no numero (61) 9331 6821."
"Apelo_ao_Medo-Preconceito,Linguagem_Carregada,Culpa_por_Associação,Dúvida,Repetição","O texto utiliza várias técnicas de persuasão, como o Apelo ao Medo, ao insinuar que a chegada de refugiados trará uma 'baderna' e que muitos são 'terroristas' ou 'assassinos'. A Linguagem Carregada é evidente nas palavras e frases que provocam medo e ansiedade. A Culpa por Associação é percebida ao vincular o alto comissário da ONU a uma ideia negativa por meio da expressão 'vejam o nome da criatura da onu'. A Dúvida aparece ao questionar a capacidade do Brasil em acolher mais imigrantes, e a Repetição é notória na insistência em falar sobre a grande quantidade de refugiados e os problemas que isso poderá gerar, reforçando a mensagem de que o país já não tem recursos suficientes.","ola pessoal, boa noite a todos. hoje e exatamente 11 minutos de segunda-feira. acabo de publicar uma noticia aqui. recebi do amigo airton e vou ler essa noticia para voces. onu e os 13 navios vindos da europa ( lei do imigrante aprovada pelo temer ).a partir de julho comecam a chegar no brasil os navios que trarao cerca de 1 milhao 800 mil refugiados vindos da europa. o alto comissario da onu para direitos humanos, zeid raad al-hussein diz que o brasil e exemplo ao mundo quanto a receber os muculmanos que ninguem quer, e estao exportando da europa.obs: vejam o nome da criatura da onu !!entao, o recado e esse para voce: nos sabemos que o brasil vai virar uma baderna, muito mais do que ja e. se nos nao temos trabalho, emprego, remedios, hospitais, nada. se nos nao temos nada para nos, imagina para mais 2 milhoes, milhoes, dos quais uma cacetada de terroristas, assassinos, vindo no meio disso. a gente precisa pensar em alguma coisa e urgente. nos entramos em contato no comeco da semana, mas e bom que esta noticia se espalhe o mais rapido possivel. ps: esse artigo foi uma sugestao de rose galenti e de diversos leitores via whatsapp. se voce quiser sugerir um tema para o boatos.org entre em contato com a gente pelo site, pelo facebook ou pelo whatsapp no numero (61) 9331 6821."
"Apelo_à_Autoridade,Xingamento-Rotulação,Apelo_à_Hipocrisia","O texto menciona uma afirmação de um alto comissário da ONU como justificativa para a posição do Brasil em relação aos refugiados, usando a técnica de Apelo à Autoridade. Além disso, o uso do termo 'nome da criatura da onu' sugere uma tentativa de deslegitimar ou rotular negativamente a entidade, aludindo a Xingamento-Rotulação. Por fim, a menção de que o Brasil é exemplar na recepção de muçulmanos e a crítica em relação a esse grupo podem representar um Apelo à Hipocrisia, insinuando que aqueles que criticam não apoiam ou não agem conforme seus próprios discursos.","onu e os 13 navios vindos da europa ( lei do imigrante aprovada pelo temer ).a partir de julho comecam a chegar no brasil os navios que trarao cerca de 1 milhao 800 mil refugiados vindos da europa. o alto comissario da onu para direitos humanos, zeid raad al-hussein diz que o brasil e exemplo ao mundo quanto a receber os muculmanos que ninguem quer, e estao exportando da europa.obs: vejam o nome da criatura da onu !!ps: esse artigo foi uma sugestao de diversos leitores via whatsapp. se voce quiser sugerir um tema para o boatos.org entre em contato com a gente pelo site, pelo facebook ou pelo whatsapp no numero (61) 9331 6821."
"Apelo_ao_Medo-Preconceito,Linguagem_Carregada,Exagero-Minimização,Apelo_à_Hipocrisia,Culpa_por_Associação","O texto utiliza linguagem carregada ao descrever a agressão e a condição da vítima, gerando emoções fortes. O apelo ao medo e preconceito é evidente ao indicar que a vítima quase morreu e que a situação de espancamento não é investigada, criando um clima de insegurança e indignação. A minimização da agressão é apresentada pela fala da secretaria que tenta justificar a agressão como iniciação. O uso de termos como 'um filho mau, um monstro' carrega um forte sentido de culpa por associação, ligando a imagem do homem à de um agressor. Além disso, há um apelo à hipocrisia ao mencionar que o tratamento do homem na prisão não é visto como agressão, apesar de ser vítima de violência severa, o que contrasta com suas ações anteriores.","homem que bateu na mae foi espancado na prisao e quase morre. homem flagrado em dois videos agredindo a propria mae, a aposentada dona joseth coutinho freitas, de 84 anos.mal acaba de entrar na sela , o homem e espancado, segundo informa o jornal diario do norte. enquanto apanhava, o homem, que estava nu, e obrigado pelos agressores a dancar e dizer :eu sou um filho mau , um monstro, diz a vitima durante secao de espancamento.ele teve o intestino perfurado e foi socorrido, levado ao hospital de urgencias municipal, onde alguns profissionais, recusaram atendimento, o qual so foi realizado devido imposicao pela policia, caso contrario o homem poderia ter morrido , disse o secretario de administracao penitenciaria e justica, o detento ja teve alta medica e esta isolado em uma cela no presidio estadual.colegas dao socos e chutes na vitima por cerca de dez minuto, secretaria diz que caso nao se trata de agressao, mas de uma iniciacao e nao sera investigado. a vitima e o homem responsavel pelas agressoes a propria mae, uma senhora velhinha de 84 anos.ps: esse artigo foi uma sugestao de adriano canabarro e de diversos leitores via whatsapp e facebook. se voce quiser sugerir um tema para o boatos.org, entre em contato com a gente pelo site, facebook ou whatsapp, no telefone (61) 99331."
"Arenque_Vermelho,Nenhuma","O texto menciona uma situação pitoresca entre Donald Trump e o Papa Francisco, mas não apresenta argumentos políticos coerentes ou tentações de persuasão. O apelo para que os leitores enviem sugestões é uma maneira de engajar o público, mas não se enquadra nas técnicas de propaganda definidas.","donald trump tenta pegar na mao do papa francisco e leva um tapa na mao loldonald trump faz carinho e cocegas na mao do papaps: esse artigo foi uma sugestao de diversos leitores via whatsapp e facebook. se voce quiser sugerir um tema para o boatos.org, entre em contato com a gente pelo site, facebook ou whatsapp, no telefone (61) 99331."
"Apelo_ao_Medo-Preconceito,Dúvida,Apelo_à_Bandeira,Xingamento-Rotulação","O texto utiliza o Apelo ao Medo-Preconceito ao insinuar uma crise grave que justifica a intervenção militar, criando um clima de pânico sobre a situação política. A Dúvida é presente ao questionar as autoridades democráticas e insinuar que devem ser ignoradas. O Apelo à Bandeira é usado ao se referir à mobilização dos militares como um movimento necessário para o 'bem' do país, explorando o sentimento nacional. Adicionalmente, o texto inclui Xingamento-Rotulação ao referir-se a figuras políticas de maneira negativa, associando-as a problemas e ","o comandante do exercito brasileiro, general eduardo villas boas, declarou nesta manha de quinta-feira que a bomba atomica detonada pela jbs, delatando temer, aecio e a compra de silencio de cunha foi a gota dagua que faltava para que setores das forcas armadas, principalmente da ativa, mas tambem da reserva, iniciassem uma grande mobilizacao nacional para a volta dos militares ao poder. villas boas confirma que a intervencao no caos politico tornou-se consenso entre os militares do exercito, marinha e da aeronautica, contando ainda com o apoio das corporacoes estaduais e de boa parte da populacao civil. lembra que em novembro, um grupo invadiu o plenario da camara dos deputados pedindo a intervencao militar no pais, foi um ponto de partida, disse ele: preparem-se agora para os proximos capitulos! ele relata que passara a ignorar qualquer determinacao do presidente michel temer e do ministro da defesa, raul jungmann, e avisou que a tropa encontra-se indignada, com sentimento de revolta, determinada e disposta a dar um basta nos absurdos que estao ocorrendo no pais, inclusive com o fechamento das casas legislativas.fonte: http://jcrsi.uol.com.br/_conteudo/2017/12/politica/536081-comandante-do-exercito-confirma-volta-de-militares-e-chama-exercito-marinha-aeronauticaps.: esse artigo e uma sugestao de marcos carvalho, andre werneck, oinegue e carlos junior e de diversos leitores pelo whatsapp. se voce quiser sugerir um tema ao boatos.org, entre em contato com a gente pelosite, facebook e whatsapp no telefone (61) 99331-6821."
Nenhuma,O texto é apenas uma descrição factual sobre a renúncia do presidente Michel Temer e não utiliza técnicas de propaganda identificáveis.,"temer decidiu renunciar. o presidente michel temer esta pronto para anunciar sua renuncia ao cargo e devera faze-lo ainda hoje, no inicio da noite. ja conversou a respeito com alguns ministros de estado e, pessoalmente, acompanha a redacao do pronunciamento que informara o pais a respeito.rodrigo maia (pmdb-rj), presidente da camara dos deputados, ja foi avisado sobre a decisao de temer. ele o substituira como previsto na constituicao, convocando o congresso para que eleja o novo presidente que governara o pais ate o final de 2018.a secretaria de comunicacao social da presidencia da republica suspendeu a veiculacao de pecas de propaganda do governo que estavam no ar ou que poderiam ir ao ar. ps.: esse artigo e uma sugestao de diversos leitores pelo whatsapp. se voce quiser sugerir um tema ao boatos.org, entre em contato com a gente pelosite, facebook e whatsapp no telefone (61) 99331-6821."
"Apelo_ao_Medo-Preconceito,Dúvida,Linguagem_Carregada,Exagero-Minimização,Apelo_à_Autoridade","O texto utiliza o Apelo ao Medo ao sugerir que o túnel é perigoso e que evitar passar por ele é uma necessidade. A Dúvida é levantada ao questionar a credibilidade da situação, com um alerta de que a informação pode ser alarmista. A Linguagem Carregada é visível nas descrições emocionais sobre o vazamento e suas consequências. O Exagero-Minimização é utilizado ao focar em um potencial desastre sem fornecer evidências concretas sobre a gravidade imediata da situação. O Apelo à Autoridade é evidente quando menciona que um engenheiro confirmou a situação preocupante, embora não tenha participado da obra.","pessoal, atencao: ja recebi em dois grupos mensagens semelhantes sobre o tunel marcelo alencar, que liga o aeroporto santos dumont a rodoviaria novo rio. nao custa ficar alerta e, se possivel, evitar passar por ele. as paredes do tunel, no sentido aeroporto-rodoviaria, estariam minando agua desde a semana passada e agora a agua ja escorre como um pequeno rio pela galeria.uma das pessoas que postaram essa noticia disse ter telefonado para um amigo engenheiro que trabalha na area de fiscalizacao da prefeitura  ele nao participou dessa obra, mas disse que ja viu esse vazamento, percebeu que esta aumentando rapidamente e repassou o problema para seus superiores muito preocupado pois sao 40 metros de coluna de agua, muito peso. esse engenheiro teria dito que a situacao e grave, que esta evitando passar pelo tunel e recomendou ao amigo fazer o mesmo!desculpem  posso estar transmitindo uma informacao alarmista demais, porem as tragedias anunciadas sao muitas (veja caso recente da ciclovia) e quase todas passam impunes, levando vidas inocentes. se alguem souber maiores detalhes, avise. na duvida, evitem o tunel marcelo alencar!ps.: esse artigo e uma sugestao diversos leitores por whatsapp. se voce quiser sugerir um tema aoboatos.org, entre em contato com a gente pelosite,facebooke whatsapp no numero(61) 99331-6821."
"Apelo_ao_Medo-Preconceito,Apelo_à_Popularidade,Exagero-Minimização,Falso_Dilema-Sem_Escolha,Linguagem_Carregada","O texto utiliza a técnica de Apelo ao Medo e Preconceito ao afirmar que os usuários que não enviarem a mensagem perderão suas contas e contatos. Também apresenta um Falso Dilema ao sugerir que os usuários têm apenas duas opções: enviar a mensagem ou perder a conta. A Apelo à Popularidade se faz presente ao sugerir que muitos usuários devem seguir a instrução. A Linguagem Carregada é usada para provocar uma sensação de urgência e necessidade de ação. Exagero-Minimização aparece na forma como a mensagem enfatiza a consequência da inatividade e promete benefícios excessivos, como a gratuidade para toda a vida com o envio da mensagem.","ola, sou o *paulo gama tdr*, diretor do whatsapp messenger, esta mensagem e para informar a todos os nossos usuarios que temos apenas 530 contas disponiveis para novos celulares, e que, recentemente nossos servidores ficaram congestionados. entao, nos estamos pedindo a sua ajuda para resolver este problema. precisamos de voce.nossos usuarios ativos devem transmitir essa mensagem para cada uma das pessoas da sua lista de contatos, a fim de confirmar os nossos usuarios ativos, se voce nao enviar esta mensagem para todos os seus contatos, sua conta permanecera inativa, com a consequencia de perder todos os seus contatos. o simbolo de renovacao, aparecera automaticamente em seu smartphone, aparecem com a transmissao da mensagem.o smartphone sera atualizado dentro de 24 horas, contara com um novo design, uma nova cor para bate-papo e seu icone muda de verde para azul.se tornara pago, a menos que voce e um usuario frequente. se voce tem pelo menos 10 contatos envie este sms e logo se tornara vermelho para indicar que voce e um usuario frequente amanha comecam a receber mensagens para whatsapp para 0,37 centavos. envie esta mensagem para mais de 9 pessoas a partir de seus contatosconfirmando este e o novo icone envie para todos os seus contatos para atualizar o aplicativo.atencao se achar que e mentira veja vc mesmo no googleola , ele sera cancelado a partir do dia pois foi vendido para o facebook.para que nao seja cancelado, envie esta mensagem para 20 ou mais contatos, apos a confirmacao do envio o icone ficara azul e voce podera usar o whatsbook normalmente.obrigado!equipe whatsbook.ja acabarao as mensagens gratis, amanha comecarao a cobrar por whatsapp a 0.37 reenvie esta mensagem a mais de 9 pessoas dos seus contatos, e tera gratuito por toda a vida. fique atento na bolinha, pois ela ira ficar verde, faca e veja, (obs) isso vez ou outra aparece no meu zapps: esse artigo foi uma sugestao de diversos (diversos mesmo!) leitores via whatsapp. se voce quiser sugerir um tema para o boatos.org, entre em contato com a gente pelo site, facebook ou whatsapp, no telefone (61) 99331 6821."
"Apelo_ao_Medo-Preconceito,Exagero-Minimização,Linguagem_Carregada","O texto utiliza um tom alarmante ao informar sobre o encerramento do aplicativo, o que instiga ansiedade nos usuários (Apelo_ao_Medo-Preconceito). Ao afirmar que o encerramento é resultado de ""muitos processos na justiça"", parece minimizar a complexidade da situação, apresentando-a de forma excessivamente negativa (Exagero-Minimização). Além disso, o uso de termos como ""triste notícia"" e ""crescente queda"" carrega uma conotação emocional forte (Linguagem_Carregada).","g1  triste noticia aos milhoes de usuarios do aplicativo. o aplicativo encerra suas operacoes nessa sexta-feira dia 05/05/2017 o diretor e tambem do aplicativo como tambem dono do aplicativo facebook disse nessa quarta feira que o aplicativo sera retirado do mercado por conta de muitos processos na justica. milhoes de pessoas ja ficaram sem o aplicativo nessa quarta feira dia 03/05/2017 devido a crescente queda no aplicativo facebook e varias demandas na justica chega o fim de uma franquia milhonaria chamada whatsap menseger. texto laurindo miotinezze junior. ps: esse artigo foi uma sugestao de sueli agnelli, pri reis, kelly santos, maraiza marques, emerson stella martines e diversos leitores via whatsapp. se voce quiser sugerir um tema para o boatos.org, entre em contato com a gente pelo site, facebook ou whatsapp, no telefone (61) 99331 6821."
"Apelo_ao_Medo-Preconceito,Dúvida,Encerrador_de_Debate,Apelo_à_Autoridade,Culpa_por_Associação","O texto utiliza o Apelo ao Medo ao alertar sobre a possibilidade de perdas de contatos e conta inativa, criando ansiedade no leitor. A Dúvida é feita ao questionar a validade da conta ao não enviar a mensagem. O Encerrador de Debate aparece ao afirmar que é necessário tomar uma atitude imediata para evitar consequências. O Apelo à Autoridade é evidente na menção a 'jim balsamic (ceo da whatsapp)', tentando dar legitimidade às informações. Por fim, a Culpa por Associação é utilizada ao relacionar os usuários a um possível grupo de desrespeitadores da regra, criando uma pressão social para que não ignorem a mensagem.","amanha, as 6 horas eles estao terminando whatsapp e voce tem que pagar para abri-lo, isso e por lei. esta mensagem e para informar todos os nossos usuarios, nossos servidores foram recentemente muito congestionados, por isso estamos pedindo que voce nos ajude a resolver este problema. exigimos que nossos usuarios ativos enviem esta mensagem para cada uma das pessoas da sua lista de contatos para confirmar nossos usuarios ativos. se voce nao enviar esta mensagem para todos os seus contatos, comecara a cobrar. sua conta permanecera inativa com a consequencia de perder todos os seus contatos. mensagem de jim balsamic (ceo da whatsapp), tivemos um uso excessivo denomes de usuario no messenger. nos estao a solicitar a todos os utilizadores que para toda a lista de contatos. se voces nao reencaminhar esta mensagem, teremos como sua conta e invalida e sera excluida dentro das proximas 48 horas. por favor nao ignore esta mensagem ou whatsapp nao reconhecera mais a sua ativacao. se voce deseja reativar sua conta depoisps: esse artigo foi uma sugestao de cristiane lopes da silva, sueli agnelli, del reis, nair ferreira doehnert e diversos leitores via whatsapp. se voce quiser sugerir um tema para o boatos.org, entre em contato com a gente pelo site, facebook ou whatsapp, no telefone (61) 99331 6821."
"Culpa_por_Associação,Apelo_ao_Medo-Preconceito,Linguagem_Carregada,Xingamento-Rotulação,Dúvida,Ofuscação-Vagueza-Confusão","O texto apresenta várias técnicas de propaganda: 1) **Culpa_por_Associação** ao relacionar indivíduos e grupos a regimes comunistas e operações de desinformação, associando-os a características negativas; 2) **Apelo_ao_Medo-Preconceito** ao instigar medo sobre a influência comunista no Brasil e mencionar infiltração em diversos setores da sociedade; 3) **Linguagem_Carregada** através de termos como 'agentes comunistas infiltrados', evocando uma resposta emocional; 4) **Xingamento-Rotulação** ao usar termos pejorativos para os grupos mencionados; 5) **Dúvida** ao sugerir que há elementos ocultos ou uma grande conspiração; 6) **Ofuscação-Vagueza-Confusão** com informações complicadas que podem confundir o leitor e obscurecer a verdade.","mais uma importante declaracao de um dos ex-participantes de milhares de operacoes de desinformacao feitas por agencias de servicos de inteligencia de paises comunistas, como a kgb russa, entre tantas outras!! muitas estao bem documentadas nos escritos e videos de dissidentes destas ditatoriais nacoes! alem deste video do major russo anatholy navashky (que atuou na operacao de desinformacao da kgb no brasil em 1964), temos os videos do ex-agente da kgb yuri bezmenov, videos e escritos do ex-comandante da general de tres estrelas romeno ion mihai pacepa, os escritos de ladslav bittman (que tambem atuou na operacao de desinformacao, do servico de inteligencia tcheco, no brasil em 1964), anatoly golintsy, alexander vassiliev, etchistoria do comunismo no brasil. bem vindo camarada major anatholy navashki. fui o comandante da operacao petalas vermelhas moscou/brasil em 1963. o kremelin me enviou para cuba ara comandar a implatacao do sistema comunista no brasil e treinamento dos camaradas brasileiros em cuba. a china entrou com as armas, cuba com estrutura e base e nossa uniao sovietica com o dinheiro e treinamento. a grande maioria dos camaradas brasileiros eram estudantes e jovens  recrutados pelos nossos agentes infiltrados no brasil. precisavamos dos musicos e jogadores de futebol fieis ao comunismo. ja tinhamos o presidente e alguns militares fieis a mae sovietica.os camaradas brasileiros como eram? o primeiro grupo que treinamos eram todos do brasil. indisciplinados e usavam muitas drogas e gastavam muito sem retorno. foi quando enviamos o segundo grupo armado para infiltrarem no centro do pais  regiao do cambioca, creio que era este nome. tinhamos agentes comunistas infiltrados em todos lugares: bispos, padres, cantores, medicos, militares, professores e politicos eram monitorados pelo camarada comunista lamarca. as ordens do kremlim de moscovo eram para criarmos uma base de sustencao armada caso ouve-se resistencia. de repente, surgiu um movimento nas ruas das religiosas que os nossos bispos nao conseguiram conter, o parlamento do brasil e macons criaram resitencia, acreditamos que surgiu por parte de empresarios direita catolica do brasil.ps.: esse artigo e uma sugestao dos leitores vlucats, george assuncao, e diversos leitores via whatsapp. se voce quiser sugerir um tema ao boatos.org, entre em contato com a gente pelo site, facebook ou whatsapp no telefone (61) 99331-6821."
"Apelo_ao_Medo-Preconceito,Exagero-Minimização,Linguagem_Carregada","O texto utiliza um apelo ao medo ao insinuar que os voos rasantes dos caças russos podem levar a uma terceira guerra mundial, gerando ansiedade no público. Também apresenta um exagero ao afirmar que se trata de um 'incidente jamais visto' e utiliza linguagem carregada com termos como 'brincando com fogo' para intensificar a emoção da mensagem.","cacas russos fazem rasantes em destroier do usa.podemos estar caminhando para 3a. guerra mundial hoje 08/04/2017 as 11:45 hora de brasilia, cacas russos provocaram um incidente jamais visto ate hoje entre a russia x usa, o destroier americano ja estava pronto a abrir fogo quando os cacas vermelhos bateram em retirada.os russos estao brincando com fogo! voos rasantes sobre a base naval norte-americana, nessa manha!ps: esse artigo foi uma sugestao de diversos leitores via whatsapp.se voce quiser sugerir um tema para o boatos.org, entre em contato com a gente pelo site, facebook ou whatsapp, no telefone (61) 99331 6821."
,"O texto é informativo e relata um evento, indicando uma reunião dos membros da banda Pink Floyd e o anúncio de uma nova turnê. Não contém técnicas de propaganda específicas, como apelos emocionais, exageros ou entretenimento político.","pink floyd anuncia nova turne, com shows no brasil: depois de muito boato, muita falacao, a tao sonhada reuniao dos membros remanescentes do pink floyd finalmente ira acontecer. na noite desta sexta-feira (31) david gilmour, nick mason e roger waters anunciaram a nova tour, em uma concorrida coletiva de imprensa, em londres. eles confessaram que tem ensaiado secretamente ha meses e que estao loucos para subir no palco novamente. a nova tour se chamara april fools from hell. os locais e datas dos shows ainda nao foram informados, mas ja apuramos que havera shows no brasil e america latina."
"Falso_Dilema-Sem_Escolha,Apelo_ao_Medo-Preconceito,Dúvida,Culpa_por_Associação","O texto apresenta um falso dilema, sugerindo que é preciso escolher entre duas opções extremas: ou apoiar o pai que ensina o filho a trabalhar ou condená-lo por exploração infantil. Além disso, utiliza apelo ao medo ao mencionar a acusação de exploração infantil, gerando ansiedade sobre as consequências da situação. A dúvida é insinuada ao questionar se o pai está realmente fazendo algo positivo ou negativo, sem oferecer evidências claras. Por fim, menciona-se a possibilidade de culpa por associação, ao relacionar o pai a uma prática negativa de exploração infantil.","conselho tutelar pede a prisao de pai que gravou video ensinando a profissao de pedreiro ao filho. provavelmente voce deve ter visto um video que circula na internet nos ultimos dias, de um pai ensinando seu filho a sua profissao de pedreiro.um video postado no facebook mostra um pai que trabalha como pedreiro, ensinando a profissao ao seu filho o garoto parece estar se divertindo com a situacao e faz tudo extremamente rapido. o garoto seria filho do seguidor da pagina que divulgou o conteudo. ele foi identificado como francisco fonseca. o pedreiro explica que desde novo o menino sempre gostou de trabalhar, mas isso tem gerado uma divisao online. para algumas pessoas, um menor trabalhando e um absurdo e a cena e um flagrante do que chamam de exploracao infantil. ja para outras, o pai esta dando um bom exemplo e ensinando a crianca a importancia do trabalhopois e, o diretor do conselho tutelar expediu junto a vara da infancia e juventude um mandato de prisao para o pai do garoto, acusando-o de explorar trabalho infantil do filho."
"Dúvida,Ofuscação-Vagueza-Confusão","O texto menciona que 'os moradores ainda não sabem exatamente do que se trata', introduzindo uma incerteza sobre o fenômeno. Além disso, termos como 'pode haver' e a descrição do fenômeno são vagos, o que pode causar confusão sobre a natureza real do evento.","vulcao aparece no nordeste em maranguape-ce, terra onde nasceu chico anisioum fenomeno natural muito parecido com um mini vulcao apareceu em um sitio na cidade de maranguape-ceara. os moradores ainda nao sabem exatamente do que se trata , a pequena fenda esta cuspindo agua quente e muita fumaca.o ceara. somente na regiao metropolitana de fortaleza, foram mapeados dez resquicios de cones vulcanicos, estruturas condutoras de magma deixadas ha cerca de 30 milhoes de anos e isso tambem pode haver em outras cidades proximas como e o caso de maranguape , cidade vizinha de fortaleza.ps.: esse artigo e uma sugestao de diversos leitores via whatsapp. se voce quiser sugerir um tema ao boatos.org, entre em contato com a gente pelo site, facebook ou whatsapp no telefone (61) 99331- 6821."
"Apelo_ao_Medo-Preconceito,Dúvida,Exagero-Minimização","O texto utiliza o Apelo ao Medo ao sugerir que as pessoas podem estar consumindo frangos contaminados sem saber, instilando ansiedade. A Dúvida é presente ao mencionar que as pessoas podem estar comendo algo indesejado, questionando a segurança dos alimentos. O Exagero-Minimização está presente na descrição do verme como uma ameaça à saúde, ao enfatizar seu tamanho 'quase 5 centímetros' e a necessidade de retirá-lo, o que pode criar uma imagem distorcida do problema.","verme encontrada em uma parte especifica dos frangos e descoberta e voce pode estar comendo sem saber: aprenda a retira-lo. verme encontrada em uma parte especifica dos frangos e descoberta, no total sao duas vermes que ficam proximas da coxa do frango.uma mulher fez um video mostrando onde o verme fica e como retira-lo, o verme tem quase 5 centimetros de tamanho."
"Exagero-Minimização,Apelo_ao_Medo-Preconceito","O texto apresenta uma situação extrema e assustadora (cobra sucuri engolindo uma mulher viva), que provoca medo e pânico. Isso se encaixa na técnica de Apelo ao Medo, instigando uma reação emocional intensa. Além disso, a forma como a história é apresentada pode levar ao Exagero-Minimização, dando uma ideia dramática e espetacular da situação que pode não refletir a realidade de forma equilibrada.","cobra sucuri emgole mulher viva no mato grosso era uma indiamoca que a cobra engoliu na divisa do mato grossops.: esse artigo e uma sugestao de diversos leitores via whatsapp. se voce quiser sugerir um tema ao boatos.org, entre em contato com a gente pelo site, facebook ou whatsapp no telefone (61) 99331-6821."
